Magnitude,Location,Latitude,Longitude
0.79,"2 km NE of The Geysers, CA",38.7911682128906,-122.748001098633
3.09,"6 km S of Volcano, Hawaii",19.384,-155.241
1.08,"7 km NW of The Geysers, CA",38.8183326721191,-122.817169189453
0.77,"10 km NW of The Geysers, CA",38.8223342895508,-122.853996276855
0.76,"10 km NW of The Geysers, CA",38.8203315734863,-122.855003356934
1.42,"29 km SE of Cascadia, Oregon",44.1855,-122.25033333333333
0.53,"3 km NW of The Geysers, CA",38.7928352355957,-122.77799987793
0.94,"0 km WNW of Borrego Springs, CA",33.2571667,-116.3798333
1.9,"56 km S of Whites City, New Mexico",31.667,-104.37
0.28,"14 km NE of Milford, Utah",38.4891666666667,-112.9005
2.13,"7 km SSW of Volcano, Hawaii",19.38,-155.2585
0.99,"13 km NE of Milford, Utah",38.4841666666667,-112.9
1.13,"14 km NE of Milford, Utah",38.4878333333333,-112.897833333333
1.26,"1 km N of Frazier Park, CA",34.8323333,-118.9453333
0.67,"15 km NE of Milford, Utah",38.4908333333333,-112.886666666667
0.14,"14 km NE of Milford, Utah",38.49,-112.898833333333
0.75,"3 km NNE of Rancho San Diego, CA",32.7743333,-116.9213333
0.91,"14 km NE of Milford, Utah",38.4856666666667,-112.896666666667
1.08,"5 km E of Butte, Montana",46.0088333333333,-112.4705
0.77,"15 km SW of Thatcher, Utah",41.5868333333333,-112.408
1.35,"11 km NE of Redwood Valley, CA",39.3485,-123.1455
1.5,"47 km NW of Paxson, Alaska",63.4221,-146.2073
0.98,"6 km ESE of March Air Reserve Base, CA",33.8768333,-117.2065
4.3,"83 km NE of Levuka, Fiji",-17.6219,179.9574
1.41,"4 km E of Butte, Montana",45.9988333333333,-112.470666666667
0.75,"14 km NE of Milford, Utah",38.4911666666667,-112.896833333333
0.56,"16 km N of Ashford, Washington",46.904,-122.00816666666667
-0.28,"14 km NE of Milford, Utah",38.494,-112.902166666667
1.29,"8 km NNW of Raymond, Washington",46.761833333333335,-123.76866666666666
1.77,"14 km S of Volcano, Hawaii",19.3141670227051,-155.219161987305
1.07,"7 km NNE of Fontana, CA",34.1511667,-117.4276667
0.92,"14 km NE of Milford, Utah",38.4866666666667,-112.8955
2.0,"37 km NW of Toyah, Texas",31.581,-104.03
0.8,"13 km NE of Milford, Utah",38.486,-112.899333333333
1.48,"14 km NE of Milford, Utah",38.4861666666667,-112.895333333333
1.42,"7 km ESE of Santa Venetia, CA",37.9858333333333,-122.450166666667
1.1,"19 km W of Stevens Village, Alaska",65.995,-149.5179
0.87,"13 km NE of Milford, Utah",38.4841666666667,-112.898
2.3599999,"1 km SE of Pāhala, Hawaii",19.191499710083,-155.466506958008
0.74,"3 km NW of The Geysers, CA",38.7915000915527,-122.779335021973
2.11,"6 km S of Volcano, Hawaii",19.385,-155.245166666667
1.62,"14 km SW of Thatcher, Utah",41.5905,-112.406166666667
0.27,"13 km NE of Milford, Utah",38.484,-112.899166666667
0.25,"14 km NE of Milford, Utah",38.4905,-112.8995
1.23,"13 km NE of Milford, Utah",38.4835,-112.898333333333
0.26,"6 km NW of Cobb, CA",38.84716796875,-122.78133392334
1.3,"32 km NNE of Chickaloon, Alaska",62.066,-148.2368
1.48,"11 km W of Whitefield, Oklahoma",35.2585,-95.3615
0.75,"7 km NW of The Geysers, CA",38.8190002441406,-122.814834594727
-0.36,"7 km WSW of Dutch Harbor, Alaska",53.872,-166.651333333333
2.3,"49 km SW of Karluk, Alaska",57.2224,-154.971
1.6,"51 km E of Denali National Park, Alaska",63.5911,-150.7013
-0.11,"67 km WNW of Beluga, Alaska",61.3116666666667,-152.280166666667
0.5,"7 km NNW of Warner Springs, CA",33.3373333,-116.6661667
-0.58,"91 km NNW of Karluk, Alaska",58.3606666666667,-154.844666666667
0.29,"14 km NE of Milford, Utah",38.4956666666667,-112.899333333333
0.48,"11 km WSW of Salton City, CA",33.2441667,-116.0596667
1.27,"26 km ESE of Campo, CA",32.4925,-116.224
0.69,"19 km S of Trona, CA",35.596,-117.4041667
4.5,"282 km ENE of Lospalos, Timor Leste",-7.2421,129.2113
2.7,"61 km SW of Nelson Lagoon, Alaska",55.5598,-161.8106
0.3,"60 km WNW of Beatty, Nevada",37.1245,-117.3849
1.22,"0 km S of Ridgely, Tennessee",36.2573333333333,-89.4875
-0.83,"11 km W of Akutan, Alaska",54.154,-165.944666666667
1.19,"9 km N of Big Bear City, CA",34.340332,-116.8420029
1.4,"4 km SSE of Owasso, Oklahoma",36.23133333,-95.83033333
1.6,"6 km SSW of Owasso, Oklahoma",36.21383333,-95.87966667
1.87,"7 km NNE of Pāhala, Hawaii",19.2676658630371,-155.452835083008
2.25,"12 km SE of Fern Forest, Hawaii",19.3851661682129,-155.050506591797
2.24000001,"18 km ESE of Pāhala, Hawaii",19.1513328552246,-155.309173583984
2.33,"15 km E of Pāhala, Hawaii",19.2056674957275,-155.334671020508
0.49,"6 km WSW of Dutch Harbor, Alaska",53.876,-166.6445
0.57,"6 km NNW of The Geysers, CA",38.820499420166,-122.78783416748
3.5,"95 km SSE of Sand Point, Alaska",54.5,-160.1339
4.5,"82 km NE of Levuka, Fiji",-17.6462,179.965
0.95,"5 km N of Claremont, CA",34.1426667,-117.7181667
0.42,"14 km NE of Milford, Utah",38.4876666666667,-112.898
5.7,"82 km ENE of Levuka, Fiji",-17.6593,179.9674
-0.38,"30 km W of Dutch Harbor, Alaska",53.8723333333333,-167.009833333333
1.12,"10 km NW of The Geysers, CA",38.8291664123535,-122.854667663574
1.02,"13 km NE of Milford, Utah",38.4823333333333,-112.8955
2.9,"37 km WSW of Ackerly, Texas",32.414,-102.091
5.1,south of the Kermadec Islands,-33.8855,-178.7605
0.76,"10 km NW of The Geysers, CA",38.8224983215332,-122.854331970215
1.35,"9 km E of Imperial, CA",32.8445,-115.4723333
1.1,"46 km SE of Denali National Park, Alaska",63.225,-151.1047
-0.21,"86 km NNW of Karluk, Alaska",58.2926666666667,-154.999666666667
1.12,"4 km WNW of Cobb, CA",38.8246650695801,-122.765502929688
1.26,"17 km SSE of Glacier, Washington",48.7465,-121.8495
1.2,"25 km N of Willow, Alaska",61.9692,-150.1099
4.7,"65 km E of Churubamba, Peru",-9.9054,-75.5481
2.2,"15 km NE of Walker Lake, Nevada",38.7598,-118.6411
1.34,"10 km NW of The Geysers, CA",38.8271675109863,-122.854164123535
0.94,"7 km N of Borrego Springs, CA",33.3171667,-116.3771667
0.06,"13 km NE of Milford, Utah",38.485,-112.902166666667
1.51,"14 km NE of Covelo, CA",39.9095,-123.183666666667
1.32,"3 km NNE of Loma Linda, CA",34.0703333,-117.25
1.63,"3 km NNE of Loma Linda, CA",34.0708333,-117.2471667
2.14,"14 km NNE of Fort Bragg, CA",39.5671653747559,-123.77783203125
1.82,"20 km E of Little Lake, CA",35.943,-117.6853333
1.4000000000000001,"10 km WNW of Cape Meares, Oregon",45.534333333333336,-124.08433333333333
1.25,"3 km NNE of Loma Linda, CA",34.0721667,-117.2486667
1.16,"7 km NW of The Geysers, CA",38.8199996948242,-122.823333740234
1.86,"5 km S of Pāhala, Hawaii",19.1550006866455,-155.485992431641
2.48,"1 km SSW of Inverness, CA",38.0886650085449,-122.861663818359
-0.3,"14 km NE of Milford, Utah",38.49,-112.897
1.28,"12 km NNE of Viola, CA",40.6213333333333,-121.638
3.02,"46 km NNW of Charlotte Amalie, U.S. Virgin Islands",18.7535,-65.0315
1.6,"42 km W of Skwentna, Alaska",61.9533,-152.2095
0.61,"5 km WNW of Borrego Springs, CA",33.2763333,-116.4273333
1.9,"6 km SSW of Volcano, Hawaii",19.3859996795654,-155.246002197266
1.5,"4 km WNW of Cobb, CA",38.8235015869141,-122.766502380371
0.76,"3 km NW of The Geysers, CA",38.7924995422363,-122.780166625977
1.2,"15 km NE of Walker Lake, Nevada",38.7513,-118.6416
0.69,"5 km WNW of Anza, CA",33.5701667,-116.7216667
-0.4,"47 km ESE of Beatty, Nevada",36.7503,-116.2595
0.61,"8 km NW of Big Bear Lake, CA",34.299,-116.9671667
1.26,"6 km ENE of Imperial, CA",32.8708333,-115.5161667
1.8,"84 km ESE of Denali Park, Alaska",63.5694,-147.2418
1.76999998,"9 km ESE of Pāhala, Hawaii",19.1551666259766,-155.40299987793
1.4,"15 km NE of Walker Lake, Nevada",38.7605,-118.6432
0.21,"14 km NE of Milford, Utah",38.4878333333333,-112.896833333333
2.1,"15 km NE of Walker Lake, Nevada",38.7561,-118.6379
1.3,"87 km NW of Yakutat, Alaska",60.0557,-140.9077
1.5,"25 km SW of Tyonek, Alaska",60.9367,-151.5145
4.4,"75 km SE of San Pedro de Atacama, Chile",-23.4608,-67.7588
1.79,"5 km NNE of Niota, Tennessee",35.5621666666667,-84.5295
0.37,"14 km NE of Milford, Utah",38.4896666666667,-112.900333333333
1.22,"6 km SSW of Volcano, Hawaii",19.3876666666667,-155.2475
3.27,"5 km S of Volcano, Hawaii",19.3895,-155.244333333333
1.9,"10 km NW of Fallon, Nevada",39.5487,-118.8512
-0.09,"69 km WNW of Beluga, Alaska",61.3348333333333,-152.306
0.55,"85 km NW of Karluk, Alaska",58.177,-155.3375
1.3,"11 km SE of Cordova, Alaska",60.473,-145.6098
2.25999999,"3 km S of Pāhala, Hawaii",19.1703338623047,-155.481994628906
0.4,"17 km W of Doyle, California",40.0004,-120.3108
1.13,"14 km NE of Milford, Utah",38.4863333333333,-112.895666666667
1.17,"13 km NE of Milford, Utah",38.4845,-112.897
1.79,"6 km ENE of Dixie, Washington",46.16583333333333,-118.0805
1.11,"19 km ESE of Anza, CA",33.4845,-116.4828333
2.4,"27 km W of Hebgen Lake Estates, Montana",44.7842,-111.5329
1.02,"7 km SSE of Bear Dance, Montana",47.8528333333333,-114.003333333333
1.6,"35 km S of False Pass, Alaska",54.5393333333333,-163.508666666667
0.4,"51 km E of Fallon Station, Nevada",39.4254,-118.1149
0.08,"21 km S of Morton, Washington",46.3705,-122.32366666666667
2.0,"11 km S of Forsan, Texas",32.01,-101.371
1.06,"9 km NE of Alum Rock, CA",37.4291666666667,-121.766833333333
1.07,"9 km NE of Alum Rock, CA",37.4281666666667,-121.767166666667
0.77,"7 km WNW of Cobb, CA",38.8359985351562,-122.796501159668
1.09,"2 km N of The Geysers, CA",38.7929992675781,-122.759162902832
1.81,"34 km S of False Pass, Alaska",54.5493333333333,-163.512666666667
0.16,"86 km W of Adak, Alaska",51.8641666666667,-177.888333333333
0.79,"2 km NNE of Loma Linda, CA",34.0686667,-117.2493333
1.32,"9 km WSW of Beaumont, CA",33.8873329,-117.0568314
1.03,"4 km NW of The Geysers, CA",38.7986679077148,-122.793502807617
1.2,"16 km NE of Walker Lake, Nevada",38.7681,-118.6475
0.87,"11 km NE of San Martin, CA",37.1534996032715,-121.526496887207
0.0,"47 km ESE of Beatty, Nevada",36.7708,-116.2531
-0.4,"47 km ESE of Beatty, Nevada",36.7644,-116.2534
1.22,"4 km NW of The Geysers, CA",38.796501159668,-122.794334411621
1.81,"4 km NW of The Geysers, CA",38.7996673583984,-122.792663574219
1.56,"12 km NW of Kernville, CA",35.8173333,-118.5375
0.4,"86 km NNW of Karluk, Alaska",58.2511666666667,-155.1465
4.7,"63 km SE of Yakutat, Alaska",59.0899,-139.0517
-0.27,"7 km WSW of Dutch Harbor, Alaska",53.8721666666667,-166.651833333333
4.3,"88 km SW of Puerto Madero, Mexico",14.2343,-93.0679
2.0,"36 km ENE of Pedro Bay, Alaska",59.9284,-153.5215
1.03,"24 km NNW of Tehachapi, CA",35.3333333,-118.5505
4.3,"195 km S of Attu Station, Alaska",51.0934,173.2577
0.43,"4 km WNW of Valle Vista, CA",33.7601667,-116.9296667
1.1,"5 km NW of Lepanto, Arkansas",35.6471666666667,-90.3716666666667
0.7,"97 km W of Adak, Alaska",51.862,-178.0525
1.63,"17 km WNW of Petrolia, CA",40.378,-124.476666666667
1.1,"15 km NE of Walker Lake, Nevada",38.7622,-118.643
1.2,"32 km NNW of Valdez, Alaska",61.4138,-146.4843
1.87,"6 km SSW of Volcano, Hawaii",19.3833332061768,-155.248672485352
0.55,"149 km W of Adak, Alaska",51.796,-178.793166666667
-0.26,"151 km W of Adak, Alaska",51.7835,-178.832666666667
0.07,"149 km W of Adak, Alaska",51.7835,-178.794666666667
1.15,"7 km SW of Salton City, CA",33.2485,-115.9985
1.54,"3 km W of San Juan Bautista, CA",36.84,-121.57
0.6,"16 km S of Indian Springs, Nevada",36.4222,-115.6407
0.8,"8 km ENE of Indian Springs, Nevada",36.6123,-115.5882
1.4,"22 km ENE of Chase, Alaska",62.5416,-149.7049
-0.2,"33 km WNW of Indian Springs, Nevada",36.6586,-116.0307
1.13,"8 km E of Borrego Springs, CA",33.2435,-116.2853333
2.37,"2 km NNE of Malibu, CA",34.0233333,-118.7976667
0.82,"13 km E of Ocotillo Wells, CA",33.1611667,-115.9911667
0.21,"263 km W of Adak, Alaska",51.958,179.534666666667
1.71,"13 km SE of Volcano, Hawaii",19.3493328094482,-155.158004760742
3.27,"103 km NNW of San Antonio, Puerto Rico",19.2943333333333,-67.6046666666667
3.8,"164 km S of False Pass, Alaska",53.3838,-163.6133
2.33999991,"10 km E of Pāhala, Hawaii",19.219165802002,-155.376327514648
3.42,"153 km N of Carrizales, Puerto Rico",19.854,-66.5901666666667
0.5,"22 km ESE of Hawthorne, Nevada",38.4465,-118.3921
0.56,"150 km W of Adak, Alaska",51.7765,-178.806333333333
2.0,"17 km NE of Hermleigh, Texas",32.755,-100.636
2.2,"5 km E of Califon, New Jersey",40.7184,-74.7725
1.48,"12 km NNW of Borrego Springs, CA",33.3573333,-116.4306667
2.2,"37 km ESE of Malaga, New Mexico",32.062,-103.722
2.87,"19 km SW of Stella, Puerto Rico",18.2236666666667,-67.3998333333333
0.97,"1 km NW of The Geysers, CA",38.7854995727539,-122.768669128418
1.6,"40 km W of Susitna, Alaska",61.5201,-151.2756
0.29,"267 km W of Adak, Alaska",51.9835,179.488
0.6,"50 km WNW of Indian Springs, Nevada",36.7308,-116.1991
0.25,"10 km S of Idyllwild, CA",33.6495,-116.7256667
5.3,South Sandwich Islands region,-55.2647,-29.0923
1.2,"55 km SW of Harding-Birch Lakes, Alaska",63.9629,-147.2665
1.98,"3 km SW of Pāhala, Hawaii",19.1801662445068,-155.495666503906
0.48,"14 km W of Searles Valley, CA",35.7466667,-117.5548333
1.1,"17 km SSE of Walker, California",38.3681,-119.3988
1.9,"27 km ESE of Tatitlek, Alaska",60.7863,-146.1944
5.1,central East Pacific Rise,-9.1456,-109.7358
2.4,"59 km WNW of Nanwalek, Alaska",59.5353,-152.9128
4.4,"Komandorskiye Ostrova, Russia region",54.6618,167.9077
0.5,"6 km SE of Floriston, California",39.3596,-119.96
0.44,"8 km ESE of Valle Vista, CA",33.7103333,-116.817
1.5,"33 km SSW of Hawthorne, Nevada",38.2627,-118.8042
2.6,"42 km SW of Harding-Birch Lakes, Alaska",64.125,-147.2694
1.25,"3 km ENE of The Geysers, CA",38.7949981689453,-122.732666015625
2.04,"5 km S of Englewood, Tennessee",35.3731666666667,-84.4888333333333
4.7,South Sandwich Islands region,-56.3605,-27.6628
1.07,"15 km SSE of Waynoka, Oklahoma",36.45833333,-98.80683333
0.93,"6 km WNW of Cobb, CA",38.8376655578613,-122.792167663574
1.29,"7 km WSW of Dutch Harbor, Alaska",53.8763333333333,-166.6465
0.85,"22 km ENE of Atka, Alaska",52.3028333333333,-173.915333333333
0.75,"25 km ENE of Atka, Alaska",52.2766666666667,-173.846
-0.12,"7 km WSW of Dutch Harbor, Alaska",53.8711666666667,-166.653333333333
0.39,"8 km SSW of Idyllwild, CA",33.6801667,-116.7578333
1.81,"10 km SE of Volcano, Hawaii",19.3703333333333,-155.176
0.7,"14 km N of Ocotillo Wells, CA",33.2635,-116.1071667
1.7,"54 km NW of Toyah, Texas",31.616,-104.246
2.36,"6 km ENE of La Parguera, Puerto Rico",17.9881666666667,-66.9911666666667
0.25,"8 km NW of The Geysers, CA",38.8214988708496,-122.823669433594
3.0,"2 km SW of Indios, Puerto Rico",17.9775,-66.8338333333333
1.27,"18 km SSE of Glacier, Washington",48.73733333333333,-121.851
0.45,"9 km NW of The Geysers, CA",38.8255004882812,-122.845664978027
2.07,"51 km WSW of Nikolski, Alaska",52.6951666666667,-169.508833333333
0.91,"13 km W of Enoch, Utah",37.7963333333333,-113.17
0.47,"14 km NE of Milford, Utah",38.487,-112.894
4.1,"20 km ESE of Farkhār, Afghanistan",36.5311,70.0771
0.68,"9 km NW of The Geysers, CA",38.8223342895508,-122.842002868652
0.65,"3 km SE of San Jacinto, CA",33.764,-116.9301667
1.37,"12 km NE of Ocotillo Wells, CA",33.2201667,-116.0438333
1.08,"9 km ESE of Katie, Oklahoma",34.5365,-97.26516667
2.6,"22 km WNW of Susitna, Alaska",61.6247,-150.8988
2.4,"5 km SSW of Volcano, Hawaii",19.3915,-155.250666666667
0.97,"7 km NW of The Geysers, CA",38.8095016479492,-122.821662902832
1.59,"53 km WSW of Pistol River, Oregon",42.060833333333335,-124.971
0.3,"10 km NNW of Virginia City, Nevada",39.3925,-119.7181
2.35,"1 km S of Indios, Puerto Rico",17.9826666666667,-66.8198333333333
1.68,"19 km SW of Kanosh, Utah",38.6558333333333,-112.567
0.68,"8 km NE of Trabuco Canyon, CA",33.7066667,-117.5186667
1.7,"8 km E of Susitna North, Alaska",62.1661,-149.6941
1.32,"20 km E of Julian, CA",33.0438333,-116.3891667
1.72,"9 km SE of Volcano, Hawaii",19.3798332214355,-155.172836303711
0.68,"9 km SSW of Idyllwild, CA",33.6643333,-116.7448333
1.2,"11 km SE of Prosser, Washington",46.13333333333333,-119.66083333333333
2.35,"6 km S of Volcano, Hawaii",19.386,-155.2435
2.8,"6 km S of Volcano, Hawaii",19.3863333333333,-155.2435
2.63,"6 km S of Volcano, Hawaii",19.3855,-155.2455
2.3,"6 km S of Volcano, Hawaii",19.3864994049072,-155.245498657227
0.12,"25 km WNW of Adak, Alaska",51.9188333333333,-176.993333333333
1.1,"5 km WNW of Cobb, CA",38.8380012512207,-122.782501220703
2.04,"9 km SSE of Volcano, Hawaii",19.3708333333333,-155.1845
4.8,Banda Sea,-6.6467,129.8388
1.57,"4 km NNW of Boron, CA",35.0338333,-117.6708333
1.3,"1 km SSE of Kapowsin, Washington",46.97383333333333,-122.217
2.1,"44 km NW of Toyah, Texas",31.613,-104.113
0.91,"13 km E of Cloverdale, CA",38.8434982299805,-122.879333496094
0.46,"3 km NW of The Geysers, CA",38.7915000915527,-122.779335021973
0.81,"14 km NE of Milford, Utah",38.4908333333333,-112.899833333333
1.15,"6 km NNE of San Clemente, CA",33.4811667,-117.592
1.89,"1 km ENE of Palo Cedro, CA",40.5671666666667,-122.234
0.77,"20 km NW of Boonville, CA",39.1003333333333,-123.563166666667
1.82000005,"5 km SSW of Volcano, Hawaii",19.3961658477783,-155.256500244141
2.82,"5 km SSW of Volcano, Hawaii",19.391,-155.249166666667
2.94,"6 km S of Volcano, Hawaii",19.3838333333333,-155.239666666667
0.61,"10 km ESE of Carbonado, Washington",47.029666666666664,-121.93566666666666
2.52,"6 km SSW of Volcano, Hawaii",19.3896666666667,-155.248
-0.23,"13 km NE of Milford, Utah",38.4866666666667,-112.9025
1.3,"7 km NNW of Pinnacles, CA",36.58,-121.19
1.75,"8 km E of Tijuana, B.C., MX",32.5168333,-116.9381667
1.27,"14 km SE of Point Sur, CA",36.2443351745605,-121.755996704102
1.4,"106 km NW of Yakutat, Alaska",60.2099,-141.0959
1.29,"14 km N of Indio, CA",33.8445,-116.1996667
0.6,"18 km W of Nephi, Utah",39.6985,-112.047166666667
0.87,"39 km NE of Amboy, Washington",46.17733333333334,-122.10183333333333
2.16,"6 km S of Volcano, Hawaii",19.3843333333333,-155.243
4.5,"298 km SSW of Severo-Kuril’sk, Russia",48.1043,154.9402
0.25,"32 km NNE of Amboy, Washington",46.176,-122.25833333333334
1.13,"3 km NNE of Loma Linda, CA",34.0735,-117.2486667
1.35,"2 km ESE of Berkeley, CA",37.8675003051758,-122.248336791992
3.49,"6 km ENE of La Parguera, Puerto Rico",17.991,-66.9885
4.7,"12 km SSE of Conchagua, El Salvador",13.2064,-87.8164
1.87,"22 km WNW of Stanley, Idaho",44.3151666666667,-115.188333333333
0.88,"8 km WNW of Cobb, CA",38.8328323364258,-122.811500549316
0.56,"13 km NE of Milford, Utah",38.483,-112.900166666667
0.98,"17 km SW of Pistol River, Oregon",42.15383333333333,-124.5255
0.71,"13 km NE of Milford, Utah",38.4868333333333,-112.9015
1.91,"13 km WSW of Toms Place, CA",37.5,-118.8
1.89,"6 km E of Bonadelle Ranchos-Madera Ranchos, CA",37.0003333333333,-119.811166666667
0.45,"10 km N of Anza, CA",33.6441667,-116.6773333
1.96,"16 km WSW of Ferndale, CA",40.5153350830078,-124.430335998535
0.84,"4 km WNW of Valle Vista, CA",33.758,-116.9318333
0.98,"2 km ESE of Home Gardens, CA",33.8733333,-117.4985
2.23,"3 km WSW of Pāhala, Hawaii",19.1943340301514,-155.509002685547
1.72,"17 km SW of Kanosh, Utah",38.672,-112.555166666667
0.82,"5 km WNW of Borrego Springs, CA",33.2686667,-116.4255
1.44,"3 km SE of San Jacinto, CA",33.7621667,-116.9338333
2.4,"1 km SSW of Palmarejo, Puerto Rico",18.0298333333333,-67.0826666666667
2.11,"2 km NNE of Prattville, CA",40.23,-121.15
-0.52,"42 km NE of Adak, Alaska",52.1036666666667,-176.141166666667
2.1,"54 km NW of Toyah, Texas",31.672,-104.194
1.9,"54 km NW of Toyah, Texas",31.672,-104.193
1.8,"55 km NW of Toyah, Texas",31.668,-104.201
1.43,"15 km SSE of Waynoka, Oklahoma",36.45316667,-98.80883333
1.21,"12 km NNW of Bombay Beach, CA",33.4543333,-115.7846667
1.1,"3 km SSW of Knik, Alaska",61.4286,-149.7696
0.27,"13 km NE of Milford, Utah",38.4871666666667,-112.902333333333
0.81,"9 km ENE of Glendale, Oregon",42.766666666666666,-123.31883333333333
1.3,"9 km SW of Point Possession, Alaska",60.8604,-150.8134
2.29,"4 km ENE of Calipatria, CA",33.1376667,-115.4683333
1.4,"3 km NW of Point MacKenzie, Alaska",61.3884,-150.0207
1.11,"2 km SSE of Mill Creek, Oklahoma",34.38466667,-96.81116667
3.72,"5 km ENE of La Parguera, Puerto Rico",17.9853,-66.9936
1.1,"13 km SE of Tehachapi, CA",35.0565,-118.341
1.55,"11 km ENE of Terrebonne, Oregon",44.38633333333333,-121.04183333333333
1.77,"9 km SSE of Volcano, Hawaii",19.3715,-155.184833333333
1.35,"4 km E of Redding, CA",40.5805,-122.326833333333
1.8,"55 km NW of Toyah, Texas",31.675,-104.196
5.1,eastern Greenland,78.383,-19.7286
3.8,"15 km NE of Hermleigh, Texas",32.744,-100.649
1.4,"83 km W of Adak, Alaska",51.8598333333333,-177.84
1.7,"55 km NW of Toyah, Texas",31.673,-104.195
1.6,"24 km NW of Sutton-Alpine, Alaska",61.948,-149.0566
1.01,"17 km NNE of Aberdeen Gardens, Washington",47.206833333333336,-123.67533333333333
1.5,"11 km N of Livengood, Alaska",65.6254,-148.5202
1.9,"55 km NW of Toyah, Texas",31.673,-104.197
3.2,"55 km NW of Toyah, Texas",31.675,-104.193
2.1,"75 km E of Port Alsworth, Alaska",60.2732,-152.9596
1.6,"24 km NW of Anchor Point, Alaska",59.9066,-152.1931
0.69,"12 km E of Cloverdale, CA",38.8356666564941,-122.880500793457
4.6,"5 km ESE of Chōfu, Japan",35.6395,139.6053
-0.38,"23 km W of Dutch Harbor, Alaska",53.8731666666667,-166.901
1.6,"17 km WSW of Falls City, Texas",28.922,-98.178
1.64,"4 km ENE of Calipatria, CA",33.1365,-115.4688333
1.1,"16 km NE of Walker Lake, Nevada",38.7674,-118.6366
0.97,"3 km NNE of Loma Linda, CA",34.0715,-117.2468333
1.31,"7 km NW of The Geysers, CA",38.816333770752,-122.822166442871
1.47,"86 km W of Adak, Alaska",51.861,-177.8855
1.9,"22 km NNE of Aleneva, Alaska",58.2508,-152.8113
1.06,"5 km ESE of Onalaska, Washington",46.56283333333333,-122.646
0.8,"68 km SSW of McCarthy, Alaska",60.832,-143.2248
1.51,"3 km NNE of Loma Linda, CA",34.0711667,-117.2485
1.32,"3 km NNE of Loma Linda, CA",34.0703333,-117.2475
0.89,"24 km ENE of Alum Rock, CA",37.501,-121.622
0.8,"2 km ESE of Greenhorn, California",39.8972,-120.7184
1.6,"49 km SSE of Denali National Park, Alaska",63.1191,-151.4038
1.05,"20 km ESE of Little Lake, CA",35.8826667,-117.6981667
0.63,"14 km NE of Milford, Utah",38.496,-112.897666666667
0.41,"14 km NE of Milford, Utah",38.494,-112.901333333333
0.81,"3 km NE of May Creek, Washington",47.876,-121.63266666666667
1.54,"24 km SE of Pinnacles, CA",36.3798332214355,-120.949996948242
1.51,"15 km WSW of Ferndale, CA",40.5136666666667,-124.426
0.59,"9 km WNW of Cobb, CA",38.8406677246094,-122.823333740234
-0.7,"40 km ENE of Adak, Alaska",52.0613333333333,-176.122833333333
1.59,"14 km ENE of Ocotillo, CA",32.764,-115.8423333
1.8,"60 km WNW of Cantwell, Alaska",63.5205,-150.1258
0.92,"12 km SW of Brinnon, Washington",47.590666666666664,-123.0
1.8,"6 km WSW of Westbrook, Texas",32.325,-101.073
1.4,"16 km S of Volcano, Hawaii",19.2936666666667,-155.2135
2.03,"38 km SSW of False Pass, Alaska",54.5196666666667,-163.533666666667
1.93,"15 km S of Volcano, Hawaii",19.3058338165283,-155.216506958008
0.6,"49 km W of Nikolski, Alaska",52.89,-169.5865
1.74,"6 km S of Pāhala, Hawaii",19.1475,-155.4775
2.0,"36 km NNE of Nabesna, Alaska",62.6885,-142.8323
4.3,"91 km NW of San Antonio de los Cobres, Argentina",-23.5434,-66.845
1.13,"4 km SE of Loma Linda, CA",34.0218333,-117.2243333
1.58,"10 km W of Marietta, Washington",48.776,-122.72583333333333
2.1,"57 km S of Whites City, New Mexico",31.66,-104.314
1.98,"2 km ENE of The Geysers, CA",38.7876663208008,-122.734497070312
1.04,"5 km WNW of Inyokern, CA",35.6565,-117.8623333
0.77,"5 km WNW of Inyokern, CA",35.657,-117.8655
0.4,"7 km NNE of Incline Village, Nevada",39.3187,-119.952
4.9,south of the Fiji Islands,-24.441,-177.117
1.21,"9 km N of Calumet, Oklahoma",35.68816667,-98.12533333
1.84000003,"5 km S of Pāhala, Hawaii",19.1529998779297,-155.485000610352
2.0,"17 km NNE of Hermleigh, Texas",32.766,-100.664
-0.2,"7 km SSE of Floriston, California",39.3263,-120.003
1.01,"8 km WNW of Cobb, CA",38.8395004272461,-122.811836242676
-0.14,"5 km W of Amanda Park, Washington",47.4625,-123.977
0.07,"37 km NE of Adak, Alaska",52.1161666666667,-176.262166666667
1.8,"55 km SE of King Salmon, Alaska",58.3031,-156.0702
0.0,"28 km NNW of Gabbs, Nevada",39.0924,-118.0886
0.71,"0 km SSW of Diablo, CA",37.8343333333333,-121.958166666667
0.68,"9 km SW of Idyllwild, CA",33.678,-116.783
1.38,"9 km NNW of Calumet, Oklahoma",35.68833333,-98.1465
1.98,"2 km E of Yauco, Puerto Rico",18.0361666666667,-66.826
0.8,"4 km SSW of Coleville, California",38.5305,-119.5327
1.29,"64 km SW of Adak, Alaska",51.4596666666667,-177.283833333333
4.6,"14 km SW of Pondaguitan, Philippines",6.2718,126.0857
0.98,"8 km E of Alum Rock, CA",37.3723333333333,-121.7355
1.8,"71 km WNW of Ninilchik, Alaska",60.3314,-152.8231
-0.18,"40 km NE of Adak, Alaska",52.0883333333333,-176.1605
-0.01,"40 km NE of Adak, Alaska",52.0981666666667,-176.165833333333
1.45,"11 km ESE of Rio Dell, CA",40.4785,-123.9845
